"n","Mean","Median","sd","Max","Min"
5000,0.93148806813656,0.968051118210863,0.08528447689981,1,0.613259668508287
10000,0.979701494252518,1,0.0326030338924984,1,0.765886287625418
15000,0.990879330379386,1,0.0183239869910204,1,0.765886287625418
20000,0.996926923611185,1,0.00943539651929987,1,0.966555183946488
25000,0.999361022364217,1,0.00447508155091975,1,0.968051118210863
