"n","Mean","Median","sd","Max","Min"
5000,0.851383882338824,0.918032786885246,0.170734988257257,1,0.285714285714286
10000,0.982783314538035,1,0.0560943885195705,1,0.56989247311828
15000,0.995266918873476,1,0.0283539936179686,1,0.82051282051282
20000,0.998384615384615,1,0.0169593331215196,1,0.82051282051282
25000,0.999282051282051,1,0.0113347084503794,1,0.82051282051282
