"n","Mean","Median","sd","Max","Min"
5000,0.950793223823084,0.973328526784575,0.0594022111441165,1,0.648181216087669
10000,0.982264320792766,0.973328526784575,0.0221563896540145,1,0.800326730665041
15000,0.991751804725572,1,0.0160031029175854,1,0.824957911384306
20000,0.997546224464181,1,0.00771260516158173,1,0.973328526784575
25000,0.999493242008907,1,0.0036431375180715,1,0.973328526784575
