"n","Mean","Median","sd","Max","Min"
5000,0.935190155619835,0.968051118210863,0.0814956674087557,1,0.574468085106383
10000,0.980242732438264,0.968051118210863,0.0271373385881119,1,0.765886287625418
15000,0.990188548865379,1,0.0188070078963174,1,0.765886287625418
20000,0.99702875399361,1,0.00928363455035638,1,0.968051118210863
25000,0.999392971246006,1,0.0043639947807279,1,0.968051118210863
