"n","Mean","Median","sd","Max","Min"
5000,0.800979002667306,0.774596669241483,0.134850093393225,1,0.482450640677008
10000,0.944810340972184,1,0.087527334804199,1,0.566946709513841
15000,0.9795071659113,1,0.0497339614351713,1,0.730296743340221
20000,0.990910240267156,1,0.0345145596784909,1,0.707106781186548
25000,0.995615114184475,1,0.0233149736313348,1,0.721687836487032
