"n","Mean","Median","sd","Max","Min"
5000,0.890339900674458,0.935414346693485,0.122021381307389,1,0.513264902574737
10000,0.986431389878569,1,0.0439925705411273,1,0.652791209833867
15000,0.996239278289433,1,0.0225346000974212,1,0.857321409974112
20000,0.998715892689767,1,0.0134813736806789,1,0.857321409974112
25000,0.999429285639896,1,0.00901022694030448,1,0.857321409974112
