"n","Mean","Median","sd","Max","Min"
5000,0.720457495155523,0.666666666666667,0.201094246954277,1,0.217687074829932
10000,0.927796294756416,1,0.116577202945052,1,0.390243902439024
15000,0.973977502900168,1,0.0633393200325675,1,0.657534246575342
20000,0.988515080198217,1,0.0436011659593653,1,0.626865671641791
25000,0.994466976737406,1,0.0293440367366049,1,0.655172413793103
