"n","Mean","Median","sd","Max","Min"
5000,0.945064895257586,0.973328526784575,0.0667124708190814,1,0.693375245281536
10000,0.983157495146169,1,0.0266738552178607,1,0.800326730665041
15000,0.992392899384488,1,0.015234703730163,1,0.800326730665041
20000,0.997433525727411,1,0.00788012474341309,1,0.97182531580755
25000,0.999466570535692,1,0.00373587465470479,1,0.973328526784575
