"n","Mean","Median","sd","Max","Min"
5000,0.947960293116808,0.973328526784575,0.0636181100930323,1,0.668153104781061
10000,0.983541187324983,0.973328526784575,0.0224383330626401,1,0.800326730665041
15000,0.991809487059286,1,0.0157133530238822,1,0.800326730665041
20000,0.997519552990966,1,0.00775013698087577,1,0.973328526784575
25000,0.999493242008907,1,0.0036431375180715,1,0.973328526784575
