"n","Mean","Median","sd","Max","Min"
5000,0.896949865153148,1,0.1218395056534,1,0.529186885409987
10000,0.9871076843368,1,0.0421131951031104,1,0.75
15000,0.996381956879459,1,0.0221016852196649,1,0.857321409974112
20000,0.998651307036461,1,0.0136291124830703,1,0.857321409974112
25000,0.999429285639896,1,0.00901022694030448,1,0.857321409974112
