"n","Mean","Median","sd","Max","Min"
5000,0.860626022107049,1,0.169944034718644,1,0.285714285714286
10000,0.983621806071158,1,0.0538183779287434,1,0.666666666666667
15000,0.995446406052963,1,0.0278095229411696,1,0.82051282051282
20000,0.998302648171501,1,0.01714854284539,1,0.82051282051282
25000,0.999282051282051,1,0.0113347084503794,1,0.82051282051282
